unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent outliers H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RaceID2
172820 14019 224941 73427 6811 154 21540 5683 26586 0.9990220413003 0.843188143818857 0.857368217344385 FALSE 2 5 2 NO YES 5353 3.72867836685091 26198 4.41828471487814 17.3677379952668 25.799679364837 36.3272005496603 51.6680662646004 5298 3.72419391951433 24678 4.39232755798354 94.1980303839988 15.4307480346868 23.5837588135181 34.0748845125213 49.720398735716 55 1.7481880270062 1520 3.182129214053 5.80196961600122 99.6710526315789 100 3 0.602059991327962 26 1.43136376415899 0.0992442171158104 23 1.38021124171161 1414 3.15075643986031 5.39735857699061 29 1.47712125471966 80 1.90848501887865 0.305366821894801 100 FALSE 3
36607 3819 66401 20216 2174 59 2488 2474 6650 0.999398494737747 0.861052630284131 0.860600209623745 FALSE 2 7 0 NO NO 2389 3.37839790094814 6552 3.81644016795614 17.0940170940171 25.946275946276 37.6373626373626 57.9822954822955 2365 3.37401474029191 6347 3.80263691808281 96.8711843711844 16.7638254293367 25.366314794391 36.9465889396565 57.4287064755002 24 1.39794000867204 205 2.31386722036915 3.12881562881563 100 100 2 0.477121254719662 4 0.698970004336019 0.061050061050061 16 1.23044892137827 194 2.29003461136252 2.96092796092796 6 0.845098040014257 7 0.903089986991944 0.106837606837607 100 FALSE 7
60029 6836 94944 34317 2771 77 6389 3261 10522 0.998764492493096 0.854685420210335 0.863713301926153 FALSE 2 7 0 NO NO 3124 3.49485002168009 10361 4.0154435879511 17.3342341472831 26.1268217353537 37.3323038316765 55.6896052504584 3085 3.48939592172713 9857 3.99378881381871 95.1356046713638 16.3234249771736 24.6829664198032 35.8526935172974 54.5906462412499 39 1.60205999132796 504 2.70329137811866 4.86439532863623 100 100 7 0.903089986991944 13 1.14612803567824 0.125470514429109 20 1.32221929473392 472 2.67486114073781 4.55554483157996 12 1.11394335230684 19 1.30102999566398 0.18337998262716 100 FALSE 1
28989 2781 42352 15666 1702 49 3617 2014 5418 0.997969728685918 0.848098927928943 0.85123504755436 FALSE 2 7 0 NO NO 1952 3.29070224328785 5346 3.72811018410034 18.593340815563 28.2641227085672 41.0587355031799 62.9816685372241 1925 3.28465628278852 5064 3.7045794496963 94.7250280583614 17.259083728278 26.7575039494471 39.8301737756714 62.1642969984202 27 1.44715803134222 282 2.45178643552429 5.27497194163861 100 100 4 0.698970004336019 11 1.07918124604762 0.205761316872428 19 1.30102999566398 267 2.42813479402879 4.99438832772166 4 0.698970004336019 4 0.698970004336019 0.0748222970445193 100 FALSE 1
24203 2547 38522 15490 1331 68 2684 2088 5116 0.997849880770426 0.854378418971113 0.873923233144579 FALSE 2 7 0 NO NO 2013 3.3040594662176 5014 3.70027093735644 17.1519744714799 25.5883526126845 37.5947347427204 59.8125249301955 1986 3.29819786710982 4777 3.67924614541386 95.2732349421619 15.8258321122043 24.1783546158677 36.3407996650618 59.1166003768055 27 1.44715803134222 237 2.37657695705651 4.72676505783805 100 100 4 0.698970004336019 11 1.07918124604762 0.219385719984045 16 1.23044892137827 216 2.33645973384853 4.30793777423215 7 0.903089986991944 10 1.04139268515822 0.199441563621859 100 FALSE 1
41805 4107 64806 21216 3363 44 3574 2766 7989 0.998748277633311 0.868068593230606 0.831767640796544 FALSE 2 5 2 NO YES 2667 3.42618582524451 7874 3.89625056246164 18.2118364236728 27.6860553721107 38.6334772669545 57.1374142748285 2636 3.42111012979343 7574 3.87938263717434 96.1899923799848 18.0749933984684 26.9738579350409 37.8267758119884 56.5751254290996 31 1.50514997831991 300 2.47856649559384 3.81000762001524 100 100 4 0.698970004336019 10 1.04139268515822 0.127000254000508 19 1.30102999566398 278 2.4456042032736 3.53060706121412 8 0.954242509439325 12 1.11394335230684 0.15240030480061 100 FALSE 1
46970 4246 75320 19380 2127 59 10730 2556 7832 0.998340141728371 0.835163431007197 0.853293088236608 FALSE 2 5 2 NO YES 2466 3.39216914948974 7736 3.8885725968576 19.9974146845915 29.2916235780765 39.8138572905894 59.229576008273 2430 3.38578495884334 7135 3.85345484136807 92.2311271975181 17.2109320252278 25.9565522074282 36.8325157673441 57.2109320252277 36 1.56820172406699 601 2.77959649125782 7.7688728024819 100 100 5 0.778151250383644 13 1.14612803567824 0.168045501551189 20 1.32221929473392 566 2.75358305889291 7.31644260599793 11 1.07918124604762 22 1.36172783601759 0.284384694932782 100 FALSE 4
33739 3406 51254 15205 1674 12 5995 2139 5974 0.999330430198643 0.833947102721883 0.842817471011933 FALSE 2 5 2 NO YES 2072 3.31659930209386 5896 3.77063112777781 21.353459972863 31.6824966078697 43.6397557666214 63.3649932157395 2044 3.31069331234336 5431 3.73495976127245 92.1132971506106 18.5785306573375 28.5766893758056 40.6186705947339 61.4803903516848 28 1.46239799789896 465 2.66838591669 7.88670284938942 100 100 2 0.477121254719662 4 0.698970004336019 0.067842605156038 18 1.27875360095283 446 2.65030752313194 7.56445047489824 8 0.954242509439325 15 1.20411998265592 0.254409769335142 100 FALSE 9
47357 5435 57274 31412 1791 164 6450 2885 8292 0.996140857457621 0.824288469821167 0.871200107091043 FALSE 2 5 2 NO YES 2783 3.44466923093852 8172 3.9123814989188 18.9672050905531 27.2393538913363 37.6896720509055 55.6534508076358 2737 3.43743344379797 7479 3.87390159786446 91.5198237885463 15.4298703035165 23.5459286000802 34.0687257654767 53.1621874582163 46 1.67209785793572 693 2.84135947045485 8.48017621145375 100 100 7 0.903089986991944 32 1.51851393987789 0.391581008321096 19 1.30102999566398 621 2.79379038469082 7.59911894273128 20 1.32221929473392 40 1.61278385671974 0.489476260401371 100 FALSE 4
27119 2744 41795 12589 1776 87 1359 2184 6066 0.997692052427148 0.853610285437504 0.843058287078327 FALSE 2 5 2 NO YES 2123 3.32715451240943 5993 3.77771673860963 18.0043383947939 28.0493909561155 40.2469547805773 60.9210745870182 2094 3.32118402730231 5781 3.76207808733464 96.4625396295678 18.0418612696765 27.7806607853313 39.8546964193046 60.62964884968 29 1.47712125471966 212 2.32837960343874 3.53746037043217 100 100 6 0.845098040014257 14 1.17609125905568 0.233605873519106 15 1.20411998265592 185 2.26951294421792 3.08693475721675 8 0.954242509439325 13 1.14612803567824 0.216919739696312 100 FALSE 3
89931 13285 82436 81893 2239 33 10009 4102 14094 0.999290477508663 0.835249041552967 0.882573518821116 FALSE 2 5 2 NO YES 3928 3.59428202881181 13883 4.14251460499937 19.4122307858532 27.4940574803717 36.9588705611179 53.0432903551106 3884 3.58939102313693 12832 4.10832819426618 92.429590146222 15.9523067331671 23.7764962593516 33.3852867830424 50.3818578553616 44 1.65321251377534 1051 3.02201573981772 7.570409853778 100 100 3 0.602059991327962 10 1.04139268515822 0.0720305409493625 20 1.32221929473392 995 2.9982593384237 7.16703882446157 21 1.34242268082221 46 1.67209785793572 0.331340488367068 100 FALSE 4
67121 6710 118774 43043 4381 107 5119 4258 14670 0.998704839128354 0.853578731524486 0.862235267733287 FALSE 2 5 2 NO YES 4080 3.61076659477327 14464 4.160318437984 14.9128871681416 23.306139380531 33.248064159292 49.9792588495575 4033 3.60573589387675 13963 4.14500984014214 96.5362278761062 14.5813936833059 22.6527250590847 32.4357229821672 49.3303731289837 47 1.68124123737559 501 2.70070371714502 3.46377212389381 100 100 5 0.778151250383644 19 1.30102999566398 0.131360619469027 18 1.27875360095283 433 2.63748972951251 2.99363938053097 24 1.39794000867204 49 1.69897000433602 0.338772123893805 100 FALSE 3
63064 5254 115302 26477 4016 54 7763 3721 12499 0.999119928795008 0.854868388787208 0.857987952645849 FALSE 2 5 2 NO YES 3562 3.55181582235102 12308 4.09022277168657 16.038349041274 24.4312642183945 34.8635034124147 52.7218069548261 3523 3.54703589974001 11800 4.07191881036381 95.8726031849204 15.2796610169492 23.2796610169492 33.5932203389831 51.6864406779661 39 1.60205999132796 508 2.70671778233676 4.12739681507962 100 100 5 0.778151250383644 11 1.07918124604762 0.089372765680858 17 1.25527250510331 467 2.67024585307412 3.79428014299643 17 1.25527250510331 30 1.49136169383427 0.24374390640234 100 FALSE 1
67748 5318 58867 17593 2198 83 5106 2627 7537 0.998673210828349 0.837601166461986 0.856307740071991 FALSE 3 3 3 NO YES 2536 3.40432046722173 7429 3.87098881376058 17.8489702517162 26.8542199488491 38.3093283079822 57.7332076995558 2503 3.39863432453839 6993 3.84472562797323 94.1311078207027 15.8444158444158 24.6675246675247 36.1504361504361 56.2991562991563 33 1.53147891704226 436 2.64048143697042 5.86889217929735 100 100 5 0.778151250383644 9 1 0.121146856912101 17 1.25527250510331 412 2.6159500516564 5.54583389419841 11 1.07918124604762 15 1.20411998265592 0.201911428186835 100 FALSE 1
77455 7096 119823 40828 3335 23 5868 4097 14690 0.999659631722492 0.855071476613294 0.853573278711178 FALSE 3 0 6 NO NO 3926 3.59406090127042 14478 4.16073856811258 16.9153197955519 25.1692222682691 35.1291614863931 51.4090343970162 3877 3.58860780474269 13914 4.14348321067006 96.1044343141318 16.2210723012793 24.2202098605721 34.0304729049878 50.5318384361075 49 1.69897000433602 564 2.75204844781944 3.89556568586821 100 100 4 0.698970004336019 4 0.698970004336019 0.0276281254316895 21 1.34242268082221 509 2.70757017609794 3.51567896118248 24 1.39794000867204 51 1.7160033436348 0.352258599254041 100 FALSE 3
40659 4350 69103 17110 2921 123 7706 2434 7452 0.997987116213115 0.852657003686719 0.836418630678166 FALSE 3 0 6 NO NO 2366 3.37419825792908 7379 3.86805636182304 19.6097032118173 29.6381623526223 41.712969237024 61.3497763924651 2332 3.36791473879375 6956 3.84242200335765 94.2675159235669 18.0276020701553 27.9327199539965 39.9367452558942 60.1351351351351 34 1.54406804435028 423 2.62736585659273 5.73248407643312 100 100 9 1 15 1.20411998265592 0.203279577178479 16 1.23044892137827 396 2.59879050676312 5.36658083751186 9 1 12 1.11394335230684 0.162623661742784 100 FALSE 3
50269 4924 84891 24662 2619 43 8792 3100 9622 0.999688213469457 0.840365827436743 0.860838847600449 FALSE 3 0 6 NO NO 2983 3.47479881880063 9485 3.97708312031585 18.7032156035846 27.1797575118608 37.5013178703216 55.5614127569847 2951 3.470116353151 8907 3.949780208362 93.9061676331049 16.313012237566 24.6210845402492 35.0286291680701 53.6881104749074 32 1.51851393987789 578 2.76267856372744 6.0938323668951 100 100 2 0.477121254719662 3 0.602059991327962 0.0316288877174486 18 1.27875360095283 552 2.7427251313047 5.81971534001054 12 1.11394335230684 23 1.38021124171161 0.242488139167106 100 FALSE 1
66128 6760 110627 27892 3774 117 5767 3879 14119 0.998583468376951 0.857284509627251 0.850130426991694 FALSE 3 0 6 NO NO 3726 3.57135939275384 13942 4.14435622736818 17.1137569932578 26.2659589728877 36.8598479414718 53.715392339693 3686 3.56667313760612 13444 4.12856080655932 96.428059101994 16.7286521868492 25.5801844689081 35.963998809878 52.997619756025 40 1.61278385671974 498 2.69810054562339 3.57194089800602 100 100 6 0.845098040014257 20 1.32221929473392 0.143451441686989 17 1.25527250510331 448 2.65224634100332 3.21331229378855 17 1.25527250510331 30 1.49136169383427 0.215177162530483 100 FALSE 3
81031 1642 29728 9204 1023 9 1978 2153 5591 0.999642280451364 0.843140760430798 0.860488534271983 FALSE 3 0 6 NO NO 2102 3.32283927268632 5534 3.74311762521474 19.2446693169498 28.2797253342971 39.7361763642935 60.6432959884351 2077 3.31764554322116 5255 3.72065535655172 94.9584387423202 17.8306374881066 26.6222645099905 38.116079923882 59.6764985727878 25 1.41497334797082 279 2.44715803134222 5.0415612576798 100 100 1 0.301029995663981 2 0.477121254719662 0.0361402240693892 15 1.20411998265592 260 2.41664050733828 4.6982291290206 9 1 17 1.25527250510331 0.307191904589808 100 FALSE 3
99764 9274 171889 44909 5192 104 13650 5047 22385 0.999195889658613 0.843868661673501 0.852266762445047 FALSE 3 3 3 NO YES 4808 3.68205477707381 22106 4.34452981124245 17.5382249163123 26.3367411562472 36.7366325884375 52.2708766850629 4760 3.67769818147451 20970 4.32161914024728 94.8611236768298 16.065808297568 24.6161182641869 34.8354792560801 50.6390081068193 48 1.69019608002851 1136 3.05576046468773 5.13887632317018 100 100 6 0.845098040014257 18 1.27875360095283 0.0814258572333303 21 1.34242268082221 1066 3.02816441942447 4.82222021170723 21 1.34242268082221 52 1.72427586960079 0.235230254229621 100 FALSE 3
111768 11842 185868 55556 5915 77 11458 5169 21020 0.999286393435163 0.85851569892554 0.840532426007409 FALSE 3 3 3 NO YES 4907 3.69090455405497 20716 4.31632686604542 15.953852094999 24.6041706893223 34.3550878547982 49.850357211817 4854 3.68618923424402 19996 4.30096484660539 96.5244255647808 15.7281456291258 24.0998199639928 33.5217043408682 49.0948189637928 53 1.73239375982297 720 2.85793526471943 3.47557443521915 99.5833333333333 100 6 0.845098040014257 14 1.17609125905568 0.0675806140181502 17 1.25527250510331 628 2.79865064544527 3.0314732573856 30 1.49136169383427 78 1.89762709129044 0.376520563815408 100 FALSE 1
50479 4767 80442 26060 3204 204 3692 3219 10320 0.996511626941365 0.85726744102978 0.843410035455392 FALSE 3 3 3 NO YES 3109 3.49276038902684 10198 4.00855759178425 17.8466365954109 27.1916061972936 38.3800745244165 56.7856442439694 3071 3.48742121135947 9710 3.98726395412224 95.2147479898019 17.1060762100927 26.2718846549948 37.2193614830072 55.7981462409887 38 1.5910646070265 488 2.68930885912362 4.78525201019808 100 100 6 0.845098040014257 36 1.56820172406699 0.35301039419494 20 1.32221929473392 427 2.63144376901317 4.18709550892332 12 1.11394335230684 25 1.41497334797082 0.24514610707982 100 FALSE 1
203833 21214 308271 117563 9868 63 36180 6291 32123 0.99943965351946 0.841297512423716 0.852908865016074 FALSE 3 3 3 NO YES 5924 3.77268835468214 31679 4.50078517291746 17.4626724328419 26.4181318854762 36.7025474288961 51.3494744152278 5868 3.76856410951357 29798 4.47420169019139 94.0623125729979 15.5580911470568 24.1895429223438 34.2237734076112 49.2214242566615 56 1.75587485567249 1881 3.27461961909124 5.93768742700211 99.6810207336523 100 3 0.602059991327962 18 1.27875360095283 0.0568199753780107 23 1.38021124171161 1785 3.25188145455253 5.63464755831939 30 1.49136169383427 78 1.89762709129044 0.246219893304713 100 FALSE 3
51457 5578 78979 39709 2459 51 4699 3371 10909 0.998899989917591 0.843157025535652 0.860939718636247 FALSE 3 3 3 NO YES 3259 3.51321760006794 10776 4.03249788285711 17.2141796585004 25.6495916852264 36.6926503340757 54.6956198960653 3214 3.50718097726024 10337 4.01443652783167 95.9261321455085 16.5521911579762 24.6783399438909 35.6389668182258 53.9131275998839 45 1.66275783168157 439 2.64345267648619 4.07386785449146 100 100 7 0.903089986991944 12 1.11394335230684 0.111358574610245 18 1.27875360095283 396 2.59879050676312 3.67483296213808 20 1.32221929473392 31 1.50514997831991 0.287676317743133 100 FALSE 3
34817 3516 58615 17549 1535 146 3656 2502 6768 0.997931440605893 0.839391251714848 0.863769409324159 FALSE 3 3 3 NO YES 2419 3.38381536598043 6673 3.82438620231877 17.2635995803986 26.1801288775663 37.3595084669564 57.2606024276937 2382 3.37712404234646 6332 3.80160948802732 94.8898546380938 16.140240050537 24.71572962729 35.9444093493367 56.2381554011371 37 1.57978359661681 341 2.53402610605613 5.11014536190619 100 100 7 0.903089986991944 14 1.17609125905568 0.209800689345122 18 1.27875360095283 305 2.48572142648158 4.57065787501873 12 1.11394335230684 22 1.36172783601759 0.329686797542335 100 FALSE 1
49200 4718 75976 16981 2817 37 8454 5633 20894 0.999282090074049 0.813582846360877 0.888484307224894 FALSE 3 3 3 NO YES 5471 3.73814608871206 20716 4.31632686604542 20.0810967368218 27.8190770419 37.0872755358177 51.5929716161421 5412 3.73343802709106 19048 4.27987218180266 91.948252558409 16.437421251575 24.002519949601 33.2633347333053 48.5037799244015 59 1.77815125038364 1668 3.22245633667925 8.05174744159104 99.4604316546763 100 6 0.845098040014257 15 1.20411998265592 0.0724078007337324 20 1.32221929473392 1568 3.19562294358694 7.56902877003282 33 1.53147891704226 85 1.93449845124357 0.410310870824483 100 FALSE 4
62706 4940 109102 24570 4793 58 9295 3441 11179 0.999016011272014 0.863225690255635 0.851685435472372 FALSE 3 3 3 NO YES 3320 3.52126887559839 11051 4.04344087624447 17.6816577685277 26.7396615690888 37.12786173197 54.7009320423491 3279 3.51587384371168 10473 4.02011256956547 94.7697040991766 16.2990547121169 25.0262579967536 35.3193927241478 53.3371526783157 41 1.6232492903979 578 2.76267856372744 5.23029590082345 100 100 6 0.845098040014257 8 0.954242509439325 0.0723916387657226 21 1.34242268082221 537 2.73078227566639 4.85928875214913 14 1.17609125905568 33 1.53147891704226 0.298615509908606 100 FALSE 1
34841 2916 55372 15797 2376 70 4254 3034 9195 0.998151168028112 0.836976616816774 0.85524648695325 FALSE 3 3 3 NO YES 2941 3.46864266839151 9084 3.95832493164405 19.4848084544254 28.6988110964333 39.1237340378688 56.8692206076618 2900 3.46254772880266 8473 3.92808845966497 93.2738881549978 17.3846335418388 26.1182579959873 36.5632007553405 55.0572406467603 41 1.6232492903979 611 2.78675142214556 6.7261118450022 100 100 4 0.698970004336019 17 1.25527250510331 0.187142228093351 18 1.27875360095283 561 2.74973631556906 6.17569352708058 19 1.30102999566398 33 1.53147891704226 0.363276089828269 100 FALSE 1
48030 4304 91495 21636 2510 60 5734 3376 11315 0.998939460009775 0.844719398281291 0.842244063416647 FALSE 3 3 3 NO YES 3234 3.50987428500472 11144 4.04708007281626 17.6687006460876 27.0279971284996 37.9666188083274 55.5635319454415 3189 3.50379068305718 10601 4.02538779989041 95.1274228284279 16.7437034242053 25.7900198094519 36.5908876521083 54.5420243373267 45 1.66275783168157 543 2.73559889969818 4.87257717157215 100 100 9 1 12 1.11394335230684 0.107681263460158 17 1.25527250510331 486 2.68752896121463 4.3610911701364 19 1.30102999566398 45 1.66275783168157 0.403804737975592 100 FALSE 1
77827 8201 121018 45887 4567 146 10000 3982 14233 0.998524554908646 0.839738634975242 0.851682110811417 FALSE 3 3 3 NO YES 3806 3.58058287681437 14025 4.14693383456276 18.1675579322638 27.301247771836 37.8395721925134 54.2887700534759 3769 3.57634135020579 13184 4.12008013412945 94.0035650623886 16.4669296116505 25.1365291262136 35.6037621359223 52.4499393203884 37 1.57978359661681 841 2.92531209149965 5.99643493761141 100 100 5 0.778151250383644 21 1.34242268082221 0.149732620320856 20 1.32221929473392 776 2.89042101880091 5.53297682709447 12 1.11394335230684 44 1.65321251377534 0.313725490196078 100 FALSE 1
61762 4803 106647 23350 3340 72 9288 3178 10962 0.998814084109821 0.846925742704866 0.847016195022628 FALSE 3 3 3 NO YES 3044 3.48358729696889 10814 4.03402652377511 19.5024967634548 28.4261142962826 39.6985389310153 57.5272794525615 3003 3.47769992833213 10109 4.004751155591 93.4806732014056 17.1629241270155 25.9768523098229 37.2638243149669 55.7720842813335 41 1.6232492903979 705 2.8488047010518 6.51932679859441 100 100 5 0.778151250383644 13 1.14612803567824 0.12021453671167 18 1.27875360095283 651 2.81424759573192 6.01997410763825 18 1.27875360095283 41 1.6232492903979 0.379138154244498 100 FALSE 3
76222 6725 131121 39771 4258 70 10904 3992 14107 0.998794923797551 0.847451619162507 0.855532107796053 FALSE 3 3 3 NO YES 3833 3.58365210854204 13909 4.14332712999205 16.1693867280178 24.4805521604716 34.8623193615645 52.1101445107484 3790 3.57875378442643 13261 4.12260902357599 95.3411460205622 15.0064097730186 23.0601010481864 33.3383606062891 50.9162204961918 43 1.64345267648619 648 2.81224469680037 4.65885397943777 100 100 5 0.778151250383644 17 1.25527250510331 0.122223021065497 19 1.30102999566398 586 2.76863810124761 4.21309943202243 19 1.30102999566398 45 1.66275783168157 0.323531526349845 100 FALSE 1
79241 6770 134106 35486 5276 71 13721 4092 14869 0.998991189051724 0.829578316746534 0.863675523790757 FALSE 3 3 3 NO YES 3936 3.59516541479023 14693 4.16714003550836 18.4101272714898 26.733818825291 36.4731504798203 52.8482951065133 3899 3.5910646070265 13802 4.13997348798446 93.9358878377459 16.3019852195334 24.2645993334299 33.9733371975076 50.8984205187654 37 1.57978359661681 891 2.95036485437612 6.06411216225413 100 100 4 0.698970004336019 15 1.20411998265592 0.102089430340979 18 1.27875360095283 836 2.92272545799326 5.68978425100388 15 1.20411998265592 40 1.61278385671974 0.272238480909277 100 FALSE 1
44736 3881 82961 22627 2203 90 3780 3024 9357 0.999145024047082 0.86566207025151 0.846958590404413 FALSE 3 6 0 NO NO 2916 3.46493642912173 9235 3.96548392424514 16.1884136437466 24.7861396859773 35.9068760151597 55.0839198700596 2884 3.46014581749175 8956 3.95216257421446 96.978884677856 15.8887896382314 24.4305493523895 35.4622599374721 54.6560964716391 32 1.51851393987789 279 2.44715803134222 3.02111532214402 100 100 4 0.698970004336019 8 0.954242509439325 0.0866269626421224 17 1.25527250510331 253 2.40483371661994 2.73957769355712 11 1.07918124604762 18 1.27875360095283 0.194910665944775 100 FALSE 1
136302 13129 147589 50996 4112 205 9966 4535 16644 0.998497956621907 0.857726507535613 0.861571219916354 FALSE 3 6 0 NO NO 4334 3.63698910181223 16415 4.21526734343172 15.9183673469388 24.020712762717 34.1516905269571 50.2345415778252 4290 3.63255851453267 15764 4.19769397508392 96.0341151385928 15.1865008880995 23.0778990104035 32.9611773661507 49.1943669119513 44 1.65321251377534 651 2.81424759573192 3.96588486140725 100 100 8 0.954242509439325 25 1.41497334797082 0.152299725860493 17 1.25527250510331 577 2.76192783842053 3.51507767286019 19 1.30102999566398 49 1.69897000433602 0.298507462686567 100 FALSE 1
22055 1962 32484 7671 1106 24 2135 1898 4760 0.998949577733299 0.855252099043588 0.853149468173386 FALSE 3 6 0 NO NO 1848 3.26693691115917 4706 3.6727441983066 19.0395240118997 29.0267743306417 41.6702082447939 63.8334041648959 1827 3.26197619139781 4497 3.65301945109961 95.5588610284743 18.0787191460974 27.9074938848121 40.5603735823883 62.9753168779186 21 1.34242268082221 209 2.32221929473392 4.44113897152571 100 100 3 0.602059991327962 5 0.778151250383644 0.106247343816405 15 1.20411998265592 200 2.30319605742049 4.24989375265618 3 0.602059991327962 4 0.698970004336019 0.0849978750531237 100 FALSE 1
186018 18814 270907 92933 8113 111 24239 8768 51646 0.999399759710452 0.830132052660393 0.886244648908986 FALSE 3 6 0 NO NO 8319 3.92012332629072 51130 4.70868428657037 15.9514961861921 23.7786035595541 32.6246821826716 46.5225894778017 8249 3.91645394854993 47844 4.6798365589181 93.5732446704479 13.2911127832121 20.7256918317866 29.5522949586155 43.8257670763314 70 1.85125834871908 3286 3.51679970408162 6.42675532955212 99.3609251369446 100 9 1 31 1.50514997831991 0.0606297672599257 22 1.36172783601759 3081 3.4888326343824 6.02581654605907 39 1.60205999132796 174 2.24303804868629 0.340309016233131 100 FALSE 1
85529 8114 135458 47634 4542 44 10826 4354 17011 0.999588500970203 0.844923872291503 0.844747019724285 FALSE 3 6 0 NO NO 4134 3.61647551388857 16741 4.22380733759278 18.50546562332 27.1489158353742 37.3812794934592 53.5750552535691 4094 3.61225390609644 15864 4.20044007643643 94.7613643151544 17.0574886535552 25.3908219868886 35.5080685829551 52.0675743822491 40 1.61278385671974 877 2.9434945159061 5.23863568484559 100 100 5 0.778151250383644 7 0.903089986991944 0.0418135117376501 17 1.25527250510331 811 2.90955602924118 4.84439400274775 18 1.27875360095283 59 1.77815125038364 0.352428170360194 100 FALSE 1
93204 8254 156517 48146 4945 108 4514 4440 16962 0.99882089317367 0.864638603428464 0.845005986908391 FALSE 3 3 3 NO YES 4213 3.62469453127208 16702 4.22279448111371 15.6627948748653 24.4222248832475 34.852113519339 51.3172075200575 4168 3.6200318951263 16258 4.21109383105896 97.3416357322476 15.8260548652971 24.4064460573256 34.604502398819 51.0825439783491 45 1.66275783168157 444 2.64836001098093 2.65836426775236 100 100 5 0.778151250383644 20 1.32221929473392 0.119746138187043 20 1.32221929473392 373 2.57287160220048 2.23326547718836 20 1.32221929473392 51 1.7160033436348 0.305352652376961 100 FALSE 3
61163 5239 87249 24996 3032 86 15734 3096 9931 0.998690966671341 0.831839693050207 0.859429202065047 FALSE 5 2 2 NO YES 2967 3.47246389660699 9789 3.99078269180314 21.8306262130963 31.0961283072837 41.5159873327204 58.0958218408418 2932 3.46731206298055 8846 3.94679602727146 90.3667381755031 17.3863893285101 26.486547592132 36.9093375536966 54.6913859371467 35 1.55630250076729 943 2.97497199429807 9.63326182449688 100 100 4 0.698970004336019 13 1.14612803567824 0.132802124833997 21 1.34242268082221 916 2.96236933567002 9.35744202676474 10 1.04139268515822 14 1.17609125905568 0.143017672898151 100 FALSE 4
56820 5335 89466 32822 3504 59 6966 4050 14230 0.999367532677886 0.835137033847409 0.85952153231094 FALSE 5 2 2 NO YES 3911 3.59239884611556 14060 4.14801620823987 16.5647226173542 25.3200568990043 35.6899004267425 51.9559032716927 3867 3.58748646541096 13329 4.12483014941386 94.800853485064 15.1849351039088 23.6776952509566 33.8134893840498 50.4914097081552 44 1.65321251377534 731 2.86451108105839 5.19914651493599 100 100 4 0.698970004336019 9 1 0.0640113798008535 18 1.27875360095283 662 2.82151352840477 4.70839260312944 22 1.36172783601759 60 1.78532983501077 0.42674253200569 100 FALSE 1
96270 11134 138768 56402 5428 55 16435 4355 15633 0.999168425126867 0.839634106799953 0.870721633261925 FALSE 5 2 2 NO YES 4164 3.61961500574281 15385 4.18712572810173 17.6145596360091 25.8628534286643 35.5476113097173 51.1212219694508 4116 3.61458086699749 14368 4.15742654478045 93.3896652583685 14.9707683741648 22.8285077951002 32.5445434298441 48.7193763919822 48 1.69019608002851 1017 3.00774777800074 6.61033474163146 100 100 4 0.698970004336019 13 1.14612803567824 0.0844978875528112 20 1.32221929473392 959 2.98227123303957 6.23334416639584 24 1.39794000867204 45 1.66275783168157 0.292492687682808 100 FALSE 1
48470 3957 72511 23496 2822 53 3511 2885 8967 0.998550238654455 0.848332774787183 0.832830564480245 FALSE 5 0 4 NO NO 2776 3.44357587975026 8841 3.94655051056986 17.4640877728764 26.4789051012329 37.9142630924104 56.6677977604343 2741 3.43806745045349 8531 3.93105084677739 96.4936093202126 17.0906107138671 26.0227405931309 37.3344273824874 56.2067752901184 35 1.55630250076729 310 2.49276038902684 3.50639067978735 100 100 6 0.845098040014257 13 1.14612803567824 0.147042189797534 18 1.27875360095283 273 2.43775056282039 3.08788598574822 11 1.07918124604762 24 1.39794000867204 0.271462504241602 100 FALSE 3
