unaligned aligned_unmapped mapped_to_exon mapped_to_intron ambiguous_mapping mapped_to_ERCC mapped_to_MT number_of_genes total_count_per_cell non_ERCC_percent non_mt_percent non_ribo_percent H1975 H2228 HCC827 poor_quality traj total_features log10_total_features total_counts log10_total_counts pct_counts_top_50_features pct_counts_top_100_features pct_counts_top_200_features pct_counts_top_500_features total_features_endogenous log10_total_features_endogenous total_counts_endogenous log10_total_counts_endogenous pct_counts_endogenous pct_counts_top_50_features_endogenous pct_counts_top_100_features_endogenous pct_counts_top_200_features_endogenous pct_counts_top_500_features_endogenous total_features_feature_control log10_total_features_feature_control total_counts_feature_control log10_total_counts_feature_control pct_counts_feature_control pct_counts_top_50_features_feature_control pct_counts_top_100_features_feature_control total_features_ercc log10_total_features_ercc total_counts_ercc log10_total_counts_ercc pct_counts_ercc total_features_mt log10_total_features_mt total_counts_mt log10_total_counts_mt pct_counts_mt total_features_rbp log10_total_features_rbp total_counts_rbp log10_total_counts_rbp pct_counts_rbp pct_counts_top_50_features_rbp is_cell_control RCA
206963 19987 296604 99562 9596 380 29817 7686 45228 0.998363845184761 0.836052887406904 0.837180322547908 7 2 0 NO NO 7523 3.87644878687834 45041 4.65361766625003 18.2256166603761 27.1086343553651 36.9907417686108 50.9202726404831 7448 3.87209797427423 42460 4.62799021802988 94.2696654159543 16.7098445595855 25.082430522845 34.7856806406029 48.9872821479039 75 1.88081359228079 2581 3.4119562379304 5.73033458404565 98.9151491669895 100 13 1.14612803567824 74 1.8750612633917 0.164294753668879 24 1.39794000867204 2396 3.37966803403365 5.31959769987345 38 1.5910646070265 111 2.04921802267018 0.246442130503319 100 FALSE 1
135712 10829 191532 73813 7470 226 22926 6644 31910 0.998119711376333 0.829050454143199 0.853399920589182 7 2 0 NO NO 6515 3.81398107563647 31765 4.50196253156317 19.2790807492523 27.3382653864316 36.4300330552495 49.985833464505 6446 3.80935767021111 29393 4.46825868983997 92.5326617346136 16.1194842309393 23.7981832409077 32.9091960670908 47.0248018235634 69 1.84509804001426 2372 3.37529773821734 7.46733826538643 99.1989881956155 100 10 1.04139268515822 60 1.78532983501077 0.18888713993389 25 1.41497334797082 2214 3.34537373055909 6.96993546356052 34 1.54406804435028 98 1.99563519459755 0.30851566189202 100 FALSE 1
196629 14570 320784 98400 12520 384 34515 7595 44471 0.998335994018948 0.832834880971232 0.842638833703125 7 1 1 NO YES 7435 3.87133938109986 44300 4.6464135295996 18.4627539503386 26.9661399548533 36.3386004514673 50.3702031602709 7365 3.86723171451889 41707 4.62021936486887 94.1467268623025 16.7573788572662 24.6697197113194 33.9942935238689 48.3012443954252 70 1.85125834871908 2593 3.41396997174806 5.85327313769752 99.1901272657154 100 10 1.04139268515822 74 1.8750612633917 0.167042889390519 24 1.39794000867204 2384 3.37748838337613 5.38148984198646 36 1.56820172406699 135 2.13353890837022 0.304740406320542 100 FALSE 1
203284 19087 350741 99791 13717 132 19381 8933 58431 0.99931543170589 0.8468449965178 0.85661706001659 7 1 1 NO YES 8759 3.94250410616808 58228 4.76513933178395 15.4942639280071 23.1332005220856 32.2095898880264 46.2389228549839 8684 3.93876982278312 56136 4.74924919992189 96.4072267637563 14.8158044748468 22.1764999287445 31.0852216046744 45.1599686475702 75 1.88081359228079 2092 3.32076922833869 3.59277323624373 98.4225621414914 100 9 1 40 1.61278385671974 0.0686954729683314 22 1.36172783601759 1855 3.26857797188284 3.18575255890637 44 1.65321251377534 197 2.29666519026153 0.338325204369032 100 FALSE 1
293432 23958 496209 139528 22809 558 54360 9219 65573 0.998551232824707 0.840986381461732 0.852774640053888 7 1 1 NO YES 8994 3.95400116768157 65316 4.81502622944237 17.5454712474738 25.765509216731 35.1736174903546 48.6986343315574 8920 3.95041353936938 61357 4.78787119508826 93.9386980219242 15.4179637205209 23.1937676222762 32.5781899375784 46.395684274003 74 1.8750612633917 3959 3.59769518592551 6.06130197807582 99.166456175802 100 10 1.04139268515822 95 1.98227123303957 0.145446751178884 27 1.44715803134222 3676 3.56549362986886 5.62802376140609 37 1.57978359661681 188 2.27646180417324 0.287831465490844 100 FALSE 1
617639 51908 1101894 297321 38529 443 98829 12074 139985 0.999478515483839 0.842904596860885 0.866942824806742 9 0 0 NO YES 11586 4.06397100696476 139415 5.14431261818783 16.0865043216297 23.3188681275329 32.0704371839472 45.3337158842305 11493 4.06047119279768 132586 5.12250094409108 95.1016748556468 14.5339628618406 21.3212556378502 30.000150845489 43.4352043202148 93 1.9731278535997 6829 3.83442070368153 4.89832514435319 98.5503001903646 100 10 1.04139268515822 73 1.86923171973098 0.0523616540544418 27 1.44715803134222 6335 3.80181516858144 4.54398737582039 56 1.75587485567249 421 2.62531245096167 0.301976114478356 98.5748218527316 FALSE 1
324928 26019 595347 141087 24216 643 48342 9772 78206 0.998734112344483 0.846098764692466 0.85379627473643 9 0 0 NO YES 9484 3.97703733522468 77875 4.8914036364466 16.952808988764 24.6651685393258 34.0468699839486 47.4555377207063 9395 3.97294300810557 74181 4.87029853804159 95.2565008025682 15.7789730523989 23.1487847292433 32.3263369326377 45.8931532333077 89 1.95424250943932 3694 3.56761444273084 4.74349919743178 98.4840281537629 100 12 1.11394335230684 99 2 0.127126805778491 25 1.41497334797082 3312 3.52022143588196 4.2529695024077 52 1.72427586960079 283 2.45331834004704 0.363402889245586 99.2932862190813 FALSE 1
826541 59823 531153 214220 18608 290 25188 10324 82148 0.999062667259207 0.853861323361024 0.85309431110991 9 0 0 NO YES 10024 4.00108438129222 81797 4.91274268509452 14.3232636893774 22.2343117718254 31.0255877354915 43.9270388889568 9941 3.99747375880298 79330 4.89944292878189 96.983996968104 14.1573175343502 21.6853649312996 30.2130341610992 43.0997100718518 83 1.92427928606188 2467 3.3923451553612 3.01600303189604 97.4462910417511 100 11 1.07918124604762 77 1.89209460269048 0.0941354817413842 20 1.32221929473392 2100 3.32242605240595 2.56733132021957 52 1.72427586960079 290 2.46389298898591 0.354536229935083 99.3103448275862 FALSE 1
403270 33403 670005 196811 26955 649 69044 10688 93043 0.999086443794903 0.839515062837665 0.854669254573772 9 0 0 NO YES 10355 4.01519204176283 92673 4.96695790846664 16.1363072308008 24.2130933497351 33.1466554444121 46.3101442707153 10271 4.01165501072478 87511 4.94206760932464 94.4298770947309 14.2073567894322 21.9023894139023 30.7469918067443 44.1441647335764 84 1.92941892571429 5162 3.71290212504722 5.57012290526906 98.7795428128632 100 9 1 85 1.93449845124357 0.0917203500480183 26 1.43136376415899 4744 3.67623621676331 5.11907459562116 49 1.69897000433602 333 2.52374646681156 0.359327959599883 100 FALSE 1
330659 22796 182148 55857 5637 325 32158 6374 29284 0.99819013761843 0.81249146263745 0.859103654178509 8 1 0 NO NO 6267 3.79712898779655 29161 4.46481730562598 21.1103871609341 28.8776105071843 37.6324543054079 51.2396694214876 6201 3.79253176190131 26292 4.41984014141691 90.1615170947498 16.0847406055074 23.5851209493382 32.6335006846189 47.09797657082 66 1.82607480270083 2869 3.45788189673399 9.83848290525016 99.4423143952597 100 12 1.11394335230684 53 1.73239375982297 0.181749597064573 23 1.38021124171161 2722 3.43504764133996 9.33438496622201 31 1.50514997831991 94 1.97772360528885 0.322348341963581 100 FALSE 1
157620 14445 213301 82672 6383 293 43960 7066 38573 0.998392657818061 0.79317138910814 0.860472128050157 8 1 0 NO NO 6942 3.84154716525655 38431 4.58469298572281 22.5703208347428 30.584684239286 39.3328302672322 52.6423980640629 6875 3.83733586801501 34051 4.53214262472033 88.6029507428899 16.3401955889695 24.2078059381516 33.2354409562127 47.687292590526 67 1.83250891270624 4380 3.64157325317818 11.3970492571101 99.4977168949772 100 10 1.04139268515822 62 1.79934054945358 0.161328094507039 25 1.41497334797082 4209 3.62428209583567 10.9520959641956 32 1.51851393987789 109 2.04139268515822 0.283625198407536 100 FALSE 1
462341 38116 687272 202981 25376 305 95648 10398 90099 0.999334065749971 0.8296873438296 0.854337911149079 8 1 0 NO NO 10044 4.00194994108427 89689 4.9527440240149 18.0423463300962 26.3465976875648 35.4145993377114 48.2433743268405 9956 3.99812850712827 83237 4.92032163665974 92.8062527177246 15.1759433905595 22.9729567379891 31.9809700013215 45.2743371337266 88 1.94939000664491 6452 3.80976166510712 7.19374728227542 98.8530688158711 100 12 1.11394335230684 60 1.78532983501077 0.0668978358550101 27 1.44715803134222 6051 3.78189891935115 6.74664674597777 49 1.69897000433602 341 2.53402610605613 0.380202700442641 100 FALSE 1
13567 1178 15255 4547 379 370 6209 974 2111 0.972998574263389 0.747039314320041 0.896253452139023 1 1 1 NO NO 967 2.98587535730839 2104 3.32325210017169 36.5019011406844 46.3403041825095 58.8403041825095 77.8041825095057 926 2.9670797341445 1583 3.19975517725347 75.2376425855513 22.9943145925458 34.2387871130764 49.4630448515477 73.0890713834491 41 1.6232492903979 521 2.71767050300226 24.7623574144487 100 100 13 1.14612803567824 56 1.75587485567249 2.66159695817491 18 1.27875360095283 451 2.65513843481138 21.43536121673 10 1.04139268515822 14 1.17609125905568 0.665399239543726 100 FALSE 1
32422 2861 45027 16983 1458 399 4899 2630 8040 0.995895521149384 0.83768656612228 0.817287540687138 1 1 1 NO NO 2598 3.41480627950101 8004 3.90336133625532 21.6391804097951 32.696151924038 44.7151424287856 62.4687656171914 2558 3.40807028588719 7416 3.87022827901179 92.6536731634183 19.7545846817691 30.4476806903991 42.3948220064725 60.6391585760518 40 1.61278385671974 588 2.7701152947871 7.34632683658171 100 100 8 0.954242509439325 33 1.53147891704226 0.412293853073463 18 1.27875360095283 537 2.73078227566639 6.70914542728636 14 1.17609125905568 18 1.27875360095283 0.224887556221889 100 FALSE 1
118898 9708 179642 69436 5715 346 20470 5902 26567 0.998306168932019 0.831143900014626 0.843226241869145 9 0 0 NO YES 5792 3.76290352849906 26446 4.42237641522418 18.985857974741 27.471073130152 37.1020192089541 51.5389851017167 5732 3.75838194177468 24746 4.39352255832354 93.5718067004462 16.59258061909 24.7433928715752 34.4096015517659 49.2928150004041 60 1.78532983501077 1700 3.23070431361257 6.42819329955381 99.4117647058823 100 10 1.04139268515822 45 1.66275783168157 0.170158057929366 23 1.38021124171161 1576 3.1978316933289 5.959313317704 27 1.44715803134222 79 1.90308998699194 0.298721923920442 100 FALSE 1
3270 27 572 516 24 1 127 292 417 0.997601894541921 0.700239791361156 0.935229370998297 9 0 0 NO YES 290 2.46389298898591 415 2.61909333062674 42.1686746987952 54.2168674698795 78.3132530120482 100 275 2.44090908206522 310 2.49276038902684 74.6987951807229 27.4193548387097 43.5483870967742 75.8064516129032 100 15 1.20411998265592 105 2.02530586526477 25.3012048192771 100 100 1 0.301029995663981 1 0.301029995663981 0.240963855421687 14 1.17609125905568 104 2.02118929906994 25.0602409638554 0 0 0 0 0 NA FALSE 1
193024 23073 228122 145166 6847 210 47231 6565 32879 0.998175126677157 0.798716505733533 0.865111206207243 9 0 0 NO YES 6440 3.80895329915591 32739 4.51507867507592 23.1528146858487 31.2593542869361 39.9401325636091 52.8452304590855 6373 3.80441205913771 29124 4.46426593403408 88.9581233391368 17.28128004395 25.2025820629034 34.1573959620931 48.0977887652795 67 1.83250891270624 3615 3.55822842180333 11.0418766608632 99.5020746887967 100 10 1.04139268515822 60 1.78532983501077 0.183267662420966 25 1.41497334797082 3465 3.5398285583779 10.5837075048108 32 1.51851393987789 90 1.95904139232109 0.274901493631449 100 FALSE 1
171508 13914 274210 80838 10291 369 28043 8835 53674 0.99849088925765 0.823117337850148 0.878153132214269 9 0 0 NO YES 8669 3.93801909747621 53493 4.72830507336665 17.4807918793113 25.0238348942852 33.804423008618 47.3314265417905 8591 3.93409426835548 49733 4.69665339001982 92.9710429401978 14.4109544970141 21.6174371141898 30.4204451772465 44.4232199947721 78 1.89762709129044 3760 3.5753033334224 7.02895705980222 99.0425531914894 100 10 1.04139268515822 81 1.91381385238372 0.151421681341484 21 1.34242268082221 3490 3.54294984881418 6.52421812199727 47 1.68124123737559 189 2.27875360095283 0.353317256463463 100 FALSE 1
140964 11678 225069 71924 8453 355 20784 6707 32386 0.998425245168151 0.839066262941065 0.848082242919088 9 0 0 NO YES 6569 3.81756536955978 32234 4.50832767454712 17.4908481727369 25.9446547124155 35.2702115778371 49.261649190296 6508 3.81351427154188 30442 4.48348744767959 94.4406527269343 15.7512647000854 23.7993561526838 33.0037448262269 47.3194928059917 61 1.79239168949825 1792 3.25358028956218 5.55934727306571 99.3861607142857 100 11 1.07918124604762 51 1.7160033436348 0.158218030650866 22 1.36172783601759 1643 3.21590181320403 5.09710243841906 28 1.46239799789896 98 1.99563519459755 0.304026803995781 100 FALSE 1
144398 14038 180099 104550 5313 235 21564 7237 33509 0.997821480498427 0.823360887873896 0.866364001801307 9 0 0 NO YES 7102 3.85144181467206 33368 4.5233431919413 18.4368257012707 26.1268280987773 34.9136897626468 48.4805801965955 7036 3.8473875510274 30905 4.49004280026422 92.6186765763606 15.1852451059699 22.5723992881411 31.3800355929461 45.4845494256593 66 1.82607480270083 2463 3.39164070349239 7.38132342363942 99.2285830288266 100 11 1.07918124604762 73 1.86923171973098 0.218772476624311 22 1.36172783601759 2287 3.35945602012099 6.85387197314793 33 1.53147891704226 103 2.01703333929878 0.308678973867178 100 FALSE 1
244780 18603 431914 127709 14154 321 49189 8432 55270 0.998751582956622 0.839840781465562 0.849502288854299 9 0 0 NO YES 8233 3.91561086266147 55049 4.74075732330777 18.0257588693709 26.0095551236171 35.3158095514905 48.9091536631001 8158 3.91163693312944 51655 4.71312077339778 93.8345837344911 15.785499951602 23.5001451940761 32.7635272480883 46.6808634207724 75 1.88081359228079 3394 3.53083977861652 6.16541626550891 98.5857395403654 100 11 1.07918124604762 69 1.84509804001426 0.125342876346528 20 1.32221929473392 3098 3.49122157623928 5.62771349161656 44 1.65321251377534 227 2.35793484700045 0.412359897545823 100 FALSE 1
127706 10278 144258 57875 5475 278 20837 5981 25806 0.997868712315791 0.81636053599304 0.873284944088606 9 0 0 NO YES 5894 3.77048380943111 25710 4.41011896835955 20.3656164916375 28.1680280046674 37.2345390898483 51.2524309607157 5830 3.76574304142104 23462 4.37038354060765 91.2563204978608 16.2006649049527 23.8939561844685 33.0236126502429 47.7538146790555 64 1.81291335664286 2248 3.35198945543563 8.74367950213925 99.3772241992883 100 11 1.07918124604762 55 1.7481880270062 0.213924542979385 22 1.36172783601759 2107 3.32387060654051 8.195254764683 31 1.50514997831991 86 1.93951925261862 0.334500194476857 100 FALSE 1
196376 13169 388199 75743 12858 312 39795 8488 58298 0.999159490720237 0.833184671715465 0.861641761013798 9 0 0 NO YES 8290 3.91860691514498 58079 4.76402660769204 18.5540384648496 26.5793143821347 35.7513042579934 49.551472993681 8217 3.91476613692585 54770 4.73855067027911 94.3025878544741 16.5985028300164 24.1993792222019 33.3357677560708 47.4584626620413 73 1.86923171973098 3309 3.51982799377572 5.69741214552592 99.1236022967664 100 11 1.07918124604762 49 1.69897000433602 0.0843678437989635 25 1.41497334797082 3104 3.4920616045126 5.34444463575475 37 1.57978359661681 156 2.19589965240923 0.26859966597221 100 FALSE 1
56440 4875 86098 40757 2381 321 2984 3779 12217 0.995661781946745 0.849963165384331 0.846688346821358 1 1 1 NO NO 3728 3.57159238336131 12165 4.0851478121269 17.7722975750103 25.9515002055076 35.9309494451295 52.3057953144266 3686 3.56667313760612 11711 4.06863106371432 96.2679819153309 17.4024421484075 25.4461617282896 35.1464435146443 51.6352147553582 42 1.63346845557959 454 2.65801139665711 3.73201808466913 100 100 8 0.954242509439325 53 1.73239375982297 0.435676120016441 18 1.27875360095283 359 2.55630250076729 2.95108919030004 16 1.23044892137827 42 1.63346845557959 0.345252774352651 100 FALSE 1
157644 12673 208758 75119 7902 278 15712 8594 50277 0.998965729657902 0.827833800579224 0.867971265594354 9 0 0 NO YES 8444 3.92659965390703 50121 4.70002839216318 18.8723289639073 27.0405618403464 35.8771772311007 49.1849723668722 8363 3.92241402414563 46667 4.66901918919508 93.108677001656 16.1355990314355 23.8155441746845 32.6290526496239 46.3710973493046 81 1.91381385238372 3454 3.53844805171022 6.89132299834401 99.0156340474812 100 12 1.11394335230684 52 1.72427586960079 0.10374892759522 25 1.41497334797082 3268 3.51441492058037 6.52022106502265 44 1.65321251377534 134 2.13033376849501 0.267353005726143 100 FALSE 1
207752 19636 355555 107767 12170 501 37825 8035 49099 0.998411372737039 0.832990488435001 0.848693283225059 9 0 0 NO YES 7835 3.8940944273227 48879 4.6891311972345 17.6967613903721 26.1707481740625 35.2810000204587 49.1294830090632 7764 3.89014146006458 45874 4.66157607726015 93.8521655516684 15.5992501198936 23.5776256703143 32.6699219601517 46.9198238653704 71 1.85733249643127 3005 3.47798897625089 6.14783444833159 99.134775374376 100 8 0.954242509439325 78 1.89762709129044 0.159577732768674 24 1.39794000867204 2765 3.44185217577329 5.6568260398126 39 1.60205999132796 162 2.21218760440396 0.331430675750322 100 FALSE 1
349310 28332 551216 181136 20890 186 85492 9872 79449 0.999307731878399 0.820312401563228 0.85709060440149 9 0 0 NO YES 9610 3.98276857725101 79158 4.89850029921267 18.4226483741378 26.7060815078703 35.8043406857172 48.7897622476566 9524 3.97886498434766 72830 4.86231627303954 92.0058616943329 14.6079912124125 22.6486338047508 31.7794864753536 45.3055059728134 86 1.93951925261862 6328 3.80133509567455 7.99413830566715 99.0992414664981 100 9 1 55 1.7481880270062 0.0694812905833902 27 1.44715803134222 6046 3.78153996860594 7.63788877940322 50 1.70757017609794 227 2.35793484700045 0.286768235680538 100 FALSE 1
248390 19504 442646 96320 17386 272 27442 9044 62218 0.999164228840663 0.846025265864215 0.853675647935381 9 0 0 NO YES 8816 3.94532084079228 61977 4.79223755765709 16.3044355164012 23.6813656679091 32.8347612824112 46.5575939461413 8744 3.9417598138147 59667 4.77574148105642 96.272810881456 15.620024469137 22.6289238607606 31.5970301841889 45.4170647091357 72 1.86332286012046 2310 3.36379994547911 3.72718911854398 98.8744588744589 100 10 1.04139268515822 52 1.72427586960079 0.0839020927118124 25 1.41497334797082 2068 3.31576049066573 3.33672168707746 37 1.57978359661681 190 2.28103336724773 0.306565338754699 100 FALSE 1
269036 21467 470528 105508 18866 257 40779 9406 68856 0.999215754473217 0.841335540716664 0.846984889191227 9 0 0 NO YES 9154 3.96165834863772 68580 4.83620381340237 17.6188393117527 25.5307669874599 34.7142023913677 48.34208223972 9077 3.95799017840683 65380 4.81545155881334 95.3339165937591 16.3643315998776 23.8880391557051 32.9779749158764 46.7329458550015 77 1.89209460269048 3200 3.50528567414413 4.66608340624089 98.75 100 10 1.04139268515822 54 1.74036268949424 0.078740157480315 26 1.43136376415899 2942 3.46879026209961 4.28988043161272 41 1.6232492903979 204 2.31175386105575 0.297462817147856 100 FALSE 1
42637 3146 49716 26868 1393 257 6282 3216 9534 0.994755610452323 0.830186699359989 0.850009597220897 1 1 1 NO NO 3192 3.50419891853945 9505 3.97799780995874 20.4313519200421 28.8795370857443 39.6317727511836 56.5807469752762 3144 3.49762064978129 8594 3.93424588102307 90.4155707522357 16.2206190365371 24.563649057482 35.6993251105422 53.5955317663486 48 1.69019608002851 911 2.95999483832842 9.58442924776434 100 100 10 1.04139268515822 50 1.70757017609794 0.526038926880589 20 1.32221929473392 823 2.91592721169712 8.6586007364545 18 1.27875360095283 38 1.5910646070265 0.399789584429248 100 FALSE 1
191860 17370 277162 106265 8982 367 56078 6925 36187 0.997789261061213 0.811700334149915 0.865089434026188 1 1 1 NO NO 6799 3.83250891270624 36049 4.55690526905545 21.2377597159422 29.265721656634 38.2285222891065 51.1442758467641 6730 3.82807959055675 32113 4.50669440303567 89.0815279203307 15.3084420639616 23.1588453274375 32.4043222371002 46.3114626475259 69 1.84509804001426 3936 3.59516541479023 10.9184720796693 99.4664634146341 100 10 1.04139268515822 80 1.90848501887865 0.221920164220922 25 1.41497334797082 3763 3.57564961475522 10.4385697245416 34 1.54406804435028 93 1.9731278535997 0.257982190906821 100 FALSE 1
42270 3825 50572 23998 1742 199 4430 4520 13914 0.996550236454973 0.816875089250485 0.88565409971676 1 1 1 NO NO 4468 3.65021035466036 13858 4.14173189476714 20.5224419108096 28.2003175061336 37.407995381729 52.525616972146 4413 3.64483232882564 12565 4.09919705537992 90.6696493000433 16.0286510147234 23.366494230004 32.9009152407481 48.9295662554715 55 1.7481880270062 1293 3.11193427633268 9.3303506999567 99.6133023975251 100 7 0.903089986991944 48 1.69019608002851 0.346370327608602 21 1.34242268082221 1191 3.07627625540422 8.59431375378843 27 1.44715803134222 54 1.74036268949424 0.389666618559677 100 FALSE 1
57715 5237 80668 23591 2621 355 6576 7019 31076 0.997554382482445 0.79669198069356 0.894194589331127 1 1 1 NO NO 6951 3.84210976344061 31007 4.49147375537067 20.5211726384365 28.2387847905312 37.4141322927081 50.8433579514303 6881 3.83771466828491 28124 4.44909253111942 90.7020995259135 15.8476745839852 23.3572749253307 32.7122742141943 46.9990044090457 70 1.85125834871908 2883 3.45999525604739 9.2979004740865 99.0287894554284 100 14 1.17609125905568 76 1.88649072517248 0.245105943819138 23 1.38021124171161 2709 3.43296929087441 8.736736865869 33 1.53147891704226 98 1.99563519459755 0.316057664398362 100 FALSE 1
58558 4517 79858 25100 2314 450 16559 3849 13089 0.994728397131386 0.796088317827116 0.865764484861728 1 1 1 NO NO 3806 3.58058287681437 13041 4.11534419587144 24.269611226133 32.7045471973008 42.2053523502799 57.0201671650947 3755 3.57472558359407 11221 4.05007026436744 86.0440150295223 16.415649229124 24.9264771410748 34.9879689867213 51.4838249710365 51 1.7160033436348 1820 3.26030994579492 13.9559849704777 99.9450549450549 100 10 1.04139268515822 69 1.84509804001426 0.529100529100529 24 1.39794000867204 1720 3.23578087032756 13.1891726094625 17 1.25527250510331 31 1.50514997831991 0.23771183191473 100 FALSE 1
194443 21971 309717 116249 9740 299 31258 7327 39946 0.998648174786299 0.839032693927043 0.862088604093375 1 1 1 NO NO 7154 3.8546096380958 39756 4.59941360579064 17.7734178488782 25.8350940738505 35.6726028775531 49.7861957943455 7079 3.85003325768977 37081 4.56916314957008 93.2714558808733 15.0858930449556 22.9416682397994 32.7688034303282 47.320730293142 75 1.88081359228079 2675 3.42748610909579 6.72854411912667 98.8411214953271 100 10 1.04139268515822 54 1.74036268949424 0.135828554180501 25 1.41497334797082 2461 3.3912880485953 6.19026058959654 40 1.61278385671974 160 2.20682587603185 0.402454975349633 100 FALSE 1
67404 6882 99833 41370 4727 259 11026 4011 13856 0.995525403438564 0.832924364294945 0.840646044568386 1 1 1 NO NO 3944 3.59604700754544 13783 4.13937526443997 20.0029021258072 28.4335775955888 38.3225712834651 53.9722846985417 3892 3.59028440371816 12885 4.11011812701033 93.4847275629399 18.0364765230889 26.208769887466 35.9487776484284 51.9906868451688 52 1.72427586960079 898 2.95375969173323 6.51527243706015 99.7772828507795 100 10 1.04139268515822 62 1.79934054945358 0.44982950010883 21 1.34242268082221 793 2.8998205024271 5.75346441268229 21 1.34242268082221 43 1.64345267648619 0.311978524269027 100 FALSE 1
4113 74 742 271 11 44 21 277 329 0.984802401677739 0.89057748052956 0.896629281784748 10 10 70 NO NO 277 2.44404479591808 329 2.51851393987789 31.0030395136778 46.2006079027356 76.5957446808511 100 268 2.42975228000241 309 2.49136169383427 93.9209726443769 29.4498381877023 45.6310679611651 77.9935275080906 100 9 1 20 1.32221929473392 6.0790273556231 100 100 2 0.477121254719662 5 0.778151250383644 1.51975683890578 5 0.778151250383644 13 1.14612803567824 3.95136778115502 2 0.477121254719662 2 0.477121254719662 0.60790273556231 100 FALSE 1
12531 1123 11466 6352 287 50 2211 1141 2143 0.994867004223672 0.823611755372787 0.893136289611341 20 50 20 NO NO 1134 3.05499586152914 2136 3.32980452216407 25.561797752809 35.8614232209738 48.9700374531835 70.3183520599251 1108 3.04493154614916 1885 3.27554168840131 88.249063670412 20.2122015915119 30.3448275862069 44.4562334217507 67.7453580901857 26 1.43136376415899 251 2.40140054078154 11.750936329588 100 100 2 0.477121254719662 11 1.07918124604762 0.51498127340824 15 1.20411998265592 228 2.35983548233989 10.6741573033708 9 1 12 1.11394335230684 0.561797752808989 100 FALSE 1
2388 96 810 591 5 5 75 163 193 0.984455907541145 0.766839338505734 0.906688772602456 20 50 20 NO NO 162 2.21218760440396 192 2.28555730900777 41.6666666666667 67.7083333333333 100 100 151 2.18184358794477 172 2.2380461031288 89.5833333333333 41.2790697674419 70.3488372093023 100 100 11 1.07918124604762 20 1.32221929473392 10.4166666666667 100 100 2 0.477121254719662 3 0.602059991327962 1.5625 8 0.954242509439325 16 1.23044892137827 8.33333333333333 1 0.301029995663981 1 0.301029995663981 0.520833333333333 100 FALSE 1
2988 93 754 554 8 48 10 164 189 0.952380901990428 0.862433816802444 0.878260409502143 20 50 20 NO NO 164 2.21748394421391 189 2.27875360095283 39.6825396825397 66.1375661375661 100 100 150 2.17897694729317 170 2.23299611039215 89.9470899470899 41.1764705882353 70.5882352941177 100 100 14 1.17609125905568 19 1.30102999566398 10.0529100529101 100 100 5 0.778151250383644 9 1 4.76190476190476 7 0.903089986991944 8 0.954242509439325 4.23280423280423 2 0.477121254719662 2 0.477121254719662 1.05820105820106 100 FALSE 1
2673 17 1202 225 2 31 7 116 131 0.95419840044287 0.832061005186183 0.946492634150065 30 30 30 NO NO 114 2.06069784035361 129 2.11394335230684 50.3875968992248 89.1472868217054 100 100 104 2.02118929906994 116 2.06818586174616 89.922480620155 53.448275862069 96.551724137931 100 100 10 1.04139268515822 13 1.14612803567824 10.077519379845 100 100 5 0.778151250383644 6 0.845098040014257 4.65116279069767 5 0.778151250383644 7 0.903089986991944 5.42635658914729 0 0 0 0 0 NA FALSE 1
24270 1989 30184 11084 833 70 2757 2497 5989 0.998497243281855 0.835030888570661 0.858739591351492 30 30 30 NO NO 2471 3.39304846641678 5958 3.77517338542479 18.7646861362873 27.3917421953676 38.0161127895267 56.3444108761329 2431 3.3859635706007 5568 3.74577721788976 93.4541792547835 16.4691091954023 24.9281609195402 35.6501436781609 54.7593390804598 40 1.61278385671974 390 2.59217675739587 6.54582074521652 100 100 6 0.845098040014257 8 0.954242509439325 0.134273246055723 19 1.30102999566398 355 2.55144999797288 5.95837529372273 15 1.20411998265592 27 1.44715803134222 0.453172205438066 100 FALSE 1
5000 90 885 248 14 31 32 270 334 0.985029910627847 0.841317340080319 0.916140235322296 30 30 30 NO NO 268 2.42975228000241 332 2.52244423350632 34.3373493975904 49.3975903614458 79.5180722891566 100 252 2.40312052117582 299 2.47712125471966 90.0602409638554 32.4414715719064 49.1638795986622 82.6086956521739 100 16 1.23044892137827 33 1.53147891704226 9.93975903614458 100 100 5 0.778151250383644 5 0.778151250383644 1.50602409638554 10 1.04139268515822 27 1.44715803134222 8.13253012048193 1 0.301029995663981 1 0.301029995663981 0.301204819277108 100 FALSE 1
11168 888 13076 5462 405 24 676 1005 1884 0.997346066893068 0.839171970068089 0.852967871720426 50 20 20 NO NO 993 2.99738638439731 1872 3.27253777737524 21.3141025641026 32.7991452991453 48.3974358974359 73.6645299145299 974 2.98900461569854 1758 3.24526583945746 93.9102564102564 20.193401592719 31.2855517633675 47.0420932878271 73.037542662116 19 1.30102999566398 114 2.06069784035361 6.08974358974359 100 100 4 0.698970004336019 5 0.778151250383644 0.267094017094017 14 1.17609125905568 107 2.03342375548695 5.71581196581197 1 0.301029995663981 2 0.477121254719662 0.106837606837607 100 FALSE 1
